0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,category
0.012087735,-0.03405093,0.04851078,-0.012750176,0.027914507,-0.04469265,-0.0054410854,-0.011579707,-0.045931663,-0.009323654,0.04543018,-0.01894692,-0.012954287,-0.04342524,0.0033234942,0.023293367,-0.048689626,0.0018573758,-0.014720085,0.025643365,0.026305469,0.049546253,-0.004027648,-0.054443035,-0.030253757,0.013451473,-0.014728334,0.033170726,0.0035399466,0.0017004505,0.00458864,0.036492348,-0.0157232,0.0037074704,-0.011955211,0.03390267,0.001855129,-0.015570995,-0.035594154,0.038833074,0.014689491,0.0066963485,-0.013657996,-0.010187951,0.023527702,-0.024852648,-0.024143664,-0.01496217,0.0049648806,0.011225471,0.024727056,0.017121954,0.008275295,0.035710085,0.005695047,-0.02435574,0.013547726,-0.019338261,-0.01146286,0.011504862,-0.029504118,-0.019891066,0.014880326,0.0093116425,cancer
0.039038032,-0.050589096,0.045362163,0.012933974,0.03674592,-0.04070472,-0.0042551467,-0.020693997,-0.027002795,-0.025340851,0.022893747,0.009735311,0.0008596081,-0.026863594,-0.01414629,0.03954776,-0.03266496,0.0024059438,0.004574953,0.029565856,0.027580833,0.046414923,-0.012606855,-0.060624626,-0.024450585,0.04091301,-0.010732946,0.007928942,0.0037054154,0.01330192,0.003368213,0.032101076,-0.018893372,-0.00717457,0.010436745,0.009817591,-0.02092972,-0.0033828437,-0.03783604,0.038309183,0.034355585,0.025342273,0.0031931917,-0.008702346,0.04807067,-0.020169523,-0.023451392,-0.022023557,-0.0045486377,-0.0022098303,0.037099395,0.006355348,0.026459776,0.027415013,0.0043472834,-0.011734537,0.006185559,-0.019502409,-0.020198861,0.0040907497,-0.04781941,-0.028871195,0.0044079116,-0.009700921,gastrointestinal
0.026824672,-0.062786244,0.061596703,0.008595854,0.030268556,-0.060432427,0.013170916,-0.02885144,-0.055746198,-0.038783293,0.066762894,-0.02187989,0.0025754645,-0.06329733,-0.022097567,0.03843623,-0.059271667,-0.0055009145,-0.016933596,0.056616012,0.074921146,0.07011387,-0.03614993,-0.098549135,-0.035185046,0.039272714,-0.034310143,0.026290268,0.00633212,0.021693775,0.007653956,0.043056265,-0.013787222,-0.024764126,-0.013585108,0.03294909,-0.011559025,-0.010710928,-0.042597674,0.051285546,0.02514835,0.020893432,-0.0062277243,-0.018088542,0.070790134,-0.03407155,-0.02056353,-0.047548253,0.027200015,0.025502326,0.027768534,0.020237613,0.03202538,0.035376426,0.0009626866,-0.025689907,-0.0031819907,-0.046576288,-0.014639687,0.021914542,-0.047533154,-0.015382603,0.008410225,-0.0037083726,cancer
0.025466304,-0.038946707,0.030043073,0.012989068,0.025155613,-0.020285212,0.004820209,-0.006631526,-0.020694738,-0.022651322,0.036167465,-0.01515998,0.00020436716,-0.030061577,-0.0021260472,0.012625021,-0.033904526,0.015066039,-0.007920627,0.024475997,0.01880046,0.023845399,0.0051040887,-0.04744779,-0.017254652,0.022445,-0.027498407,0.01134343,-0.011230159,-0.0016868914,-0.0025717479,-0.0026910254,0.0038016227,-0.019060755,-0.013949309,0.014770792,-0.007987958,0.00046956493,-0.025169067,0.010849636,0.025732975,0.020249752,-0.01785464,-0.011445741,0.01601991,0.0015518779,-0.021214131,-0.027791739,-0.010030425,0.005040433,0.007149993,0.01799684,0.022572577,0.0025920686,-0.008659383,-0.006154793,-0.0051468583,-0.006048017,0.003664862,0.01647942,-0.026460046,-0.0070130015,0.0027015556,0.018222716,Others
0.008175877,-0.049979694,0.047126193,-0.013678274,0.01573669,-0.037691835,-0.0012170889,-0.0023760872,-0.044369448,-0.021655707,0.01561864,0.00705328,0.003016108,-0.030589465,-0.014076211,0.033585124,-0.029150873,-0.010593307,-0.005787827,0.030556666,0.0203003,0.046032865,-0.0008787892,-0.0524232,-0.012985144,0.016188206,-0.032638088,0.010678963,-0.0023742334,0.008879747,0.0021911822,0.016593657,0.0026565888,0.0024664674,-0.01248369,0.028546007,-0.012977265,-0.023643468,-0.016913934,0.03698776,0.025700418,0.0052366913,-0.005282971,-0.008103297,0.03583979,-0.00041050406,-0.004598135,-0.0047141416,0.017830074,0.011234588,0.010907934,0.0028502867,0.009432934,0.027309174,0.0031565079,-0.025727762,-0.0012206091,-0.029667277,-0.0012025823,0.01607305,-0.01625343,-0.02364445,0.00615344,0.019419204,mental_health
0.011438234,-0.027728766,0.011906003,0.0015944759,0.023357935,-0.033985566,0.006435042,-0.013486964,-0.0209389,-0.006842996,0.02944083,-0.010092645,-0.014413503,-0.032869216,-0.0070806984,0.027470004,-0.0168736,0.00062820455,0.008886764,0.01613457,0.013256265,0.013864943,-0.021384,-0.043481268,-0.023812298,0.026334774,-0.01309897,0.0041214325,-0.005280518,0.014381473,0.0030069435,0.011967538,-0.006127966,-0.0016630859,0.004580316,0.025555631,0.0051002814,-0.016022641,-0.008206533,0.013431896,0.016269365,0.0064299726,-0.0140434,-0.016014215,0.025925653,-0.004928288,-0.01693867,-0.014655895,-0.0029505086,0.015440545,0.00027455916,0.02190359,0.015414871,0.03192871,0.015437191,-0.010597063,-0.0017729449,-0.001000126,-2.2940978e-05,0.0023626732,-0.015365572,-0.012065399,0.003464343,-0.00026772413,nervous_system
0.01204216,-0.041160166,0.02828645,0.0061369785,0.0046494743,-0.043499958,0.019026648,-0.0088579655,-0.049259953,-0.008078825,0.033992857,-0.02004979,0.006593195,-0.0343157,0.003942276,0.01868671,-0.051656235,0.0009314367,0.0046216734,0.043492313,0.040892992,0.029853184,-0.016876727,-0.053319875,-0.003317524,0.016644515,-0.0115848165,0.014844399,0.011134417,0.0029622423,0.012558451,0.03103796,-0.0044029835,-0.023383908,0.0014727088,0.011547761,-0.00088644965,-0.0021792122,-0.014401266,0.01927178,0.009420964,0.014095277,0.00032886537,-0.017030805,0.041947413,-0.016039867,-0.023890076,-0.018298177,0.023541456,0.005196511,0.035772942,0.002843466,0.008101145,0.013617418,0.02449849,-0.016524497,0.015596078,-0.015885029,-0.0043476755,0.020116018,-0.050732557,-0.030331949,0.0096924165,-0.0064405454,nervous_system
0.016937356,-0.03691083,0.06420729,-0.0059353854,0.02098853,-0.05786006,0.014359992,-0.016206285,-0.051696163,-0.015087041,0.040838934,-0.018487861,-0.0031877058,-0.055966377,0.0025201922,0.040530823,-0.03537392,-0.0032643168,0.0028438836,0.033314776,0.03929157,0.031692594,-0.015740478,-0.06955809,-0.020628784,0.036519982,-0.023993656,0.01328812,0.005269333,0.019106502,0.023152167,0.015095367,-0.0095949415,-0.012842001,0.0046651033,0.04080626,-0.017655658,-0.0217688,-0.022245687,0.04113705,0.037591644,0.036528215,-0.018393446,-0.026428448,0.055282615,-0.034202676,-0.003750004,-0.020399285,0.0049483287,-0.00015363567,0.01783754,0.017713822,0.016109386,0.043666556,0.010018844,-0.00630936,-0.00350201,-0.035403978,-0.019850174,0.017171368,-0.04145081,-0.020615185,-0.003263706,0.01722091,gastrointestinal
0.022192392,-0.055254303,0.040103126,0.00743959,0.015353271,-0.027865637,-0.0013631469,-0.026762255,-0.052358456,-0.028588187,0.044284772,0.009604521,0.003609217,-0.042334333,-0.012625952,0.028264653,-0.029304225,0.013203105,-0.008641513,0.043716606,0.039662812,0.041862108,-0.02030979,-0.070850484,-0.004997626,0.017544162,-0.009781888,0.012695371,-0.003586122,0.0036444422,0.004153801,0.027662044,-0.014652788,-0.01120477,0.01067512,0.02641573,-0.00541725,-0.020511981,-0.04412271,0.036198683,0.009268234,0.039326712,-0.010349479,-0.02819108,0.0295905,-0.026872955,-0.009100237,-0.013470878,0.01681186,0.024679316,0.040463857,0.00602187,0.028081127,0.010609511,0.0038764258,0.0015252759,0.0023281337,-0.02355467,-0.02146407,0.020393955,-0.0340177,-0.014884094,-0.00612162,0.0018224815,musculoskeletal
0.040094085,-0.05590036,0.043657646,-0.008231127,0.032926414,-0.028409652,-0.008335688,-0.007322252,-0.040877935,-0.014882906,0.041643396,0.0052445363,0.0017821087,-0.044962313,-0.0248365,0.029933747,-0.022456478,-0.0011597244,0.0029447554,0.027807951,0.042278077,0.050738536,-0.012278937,-0.06510047,-0.029748853,0.01586504,-0.022171317,0.02625229,-0.012002596,0.014674469,-0.011749435,0.009450125,-0.017296199,0.0036345574,0.0006227023,0.016187817,-0.023869531,-0.021895424,-0.045079388,0.019948162,0.022055492,0.008541238,-0.02194711,-0.016930947,0.03829352,-0.020414831,-0.0027735676,-0.011346647,0.002192045,0.015899042,0.036481064,-0.0071602934,0.010315558,0.009447986,0.021014838,-0.027532892,0.0009826014,-0.009409742,-0.013740589,0.017710947,-0.036367185,-0.00859397,0.014429347,-0.0028097788,cancer
