pca1,pca2,category
-5.975531684580268,1.453692905022484,cancer
7.448265581642581,-1.6333751345107812,gastrointestinal
7.748160358277132,-5.841137845029901,cancer
6.790558838421892,-0.7395363126355549,
8.714564075894565,1.67454105608154,mental_health
-3.5244658772608624,1.6178556747718456,nervous_system
-3.251513025510571,-1.9253784134536949,nervous_system
-5.296980869117743,-9.216201585128085,gastrointestinal
10.197359043737292,1.8987944437595805,immune_system
-2.3285477757586746,6.976478961025357,cancer
-3.64690207076636,1.857649151812395,immune_system
2.101857791625602,-5.802804492229537,
4.586657910241085,-6.271533570390124,cancer
-2.4757239193772183,3.61116491334689,cancer
11.25982095873986,0.8071606352300266,
-5.5397717434183695,-1.53748654135743,nervous_system
7.478801120995586,-6.588616383788343,cancer
0.9508376167980024,1.4403032983164812,cancer
-1.5915473439299934,0.2435919817145981,mental_health
-2.3406023822927517,4.7059843175860445,gastrointestinal
-4.838455473146346,-1.7540081939331653,
-2.5991803878795627,-1.8596442557729838,cancer
-1.8531921084670284,0.16066610240735135,immune_system
0.00270083580021503,3.767613585367853,cancer
-4.089343663845904,-2.3550222968236483,cancer
0.6666626799972104,-2.452945597704166,
-2.4885635461643183,6.18160292938385,
12.944561605130723,5.211074312533633,immune_system
0.1309873860204727,-2.075894626555025,nervous_system
-2.09185625160149,-4.742908601339006,cancer
-3.242171087080389,-2.746220407792464,nervous_system
-4.071188149792696,1.0311797731131032,cancer
-1.6781692150327443,2.811633875840956,cancer
-0.15423785767431092,-1.0173601064754347,
7.773553184992729,-5.761142834954204,
-2.362463862198735,1.083065646457268,cancer
-2.755687560424186,-1.963613151497329,immune_system
-5.729195271824747,-3.584199261717217,nervous_system
-3.5239465974889574,-5.467218888244907,cancer
-6.145111774386412,1.8502225003202817,cancer
-4.90579068516985,0.7619971775915918,cancer
-2.1054557326773464,0.7223127431470948,cancer
-3.346235393560263,-1.2905939891482254,mental_health
-3.1469406089934235,-8.426108918651291,
1.0027256012992858,12.244236408452236,cancer
-5.598184442128435,-3.916219488402667,cancer
-5.573407553194143,-1.8992174107821127,cancer
-1.1457538618609757,5.142264874058659,cancer
-3.2770424159005525,-3.3571360085618793,cancer
4.660601779118462,3.0091020008415104,
10.315997030831369,-0.8100585914677093,nervous_system
-0.8229992808904224,11.269187592497026,
-1.2514626903461565,2.271748021770714,cancer
-5.0585526488136,-9.10138736263994,cancer
9.082708123905434,-2.9360007947297437,cancer
11.092856629025967,3.6740954018079774,gastrointestinal
6.359557754718196,-0.2554088553442285,cancer
-3.545555975001021,1.410973191642909,cancer
-3.216008136640176,3.0446195094109245,cancer
-4.554672981579328,-4.777711847357127,
-5.309411826258968,1.1189802473163435,immune_system
-3.74612945738641,0.13369758598499318,cancer
1.9186653452786468,4.656104889194944,cancer
8.705470743725238,-7.015736347618094,cancer
-3.5396161386923772,2.765163747989899,gastrointestinal
6.518525091130638,5.519730836281951,mental_health
