pca1,pca2,category
4.836387769677953,0.05670645457055814,cancer
1.2572658821570406,-8.208756404467277,gastrointestinal
5.604218744238065,-1.059051137886462,cancer
1.4768790669572247,-4.446202143221285,
-2.227658395693268,-4.343687507301912,mental_health
-3.4513941994685013,5.193407368624978,nervous_system
-4.22260583842056,0.07490469853111449,nervous_system
0.16672712855834695,-5.162354756999621,gastrointestinal
2.2076768969272393,-5.053872680533122,immune_system
-3.7009086328502803,0.6105008673722538,cancer
-4.61084473566513,-0.540575622157568,immune_system
-3.4441646419105587,-1.1275418465365639,
0.02104347395936982,-0.12394261438479467,cancer
11.788063449765454,-0.9863329295195618,cancer
1.005166618586838,-6.35783236474398,
-5.024240454272948,1.4387300266193894,nervous_system
0.6802056887546352,-1.9959166315456631,cancer
8.967962377954276,-4.038746162235636,cancer
-8.781475120836532,-2.695729083485939,mental_health
-1.2354442780155828,-4.885000555827165,gastrointestinal
-2.996990198696587,-4.677396551482707,
5.42341976858167,0.9209886914557421,cancer
-4.44011103543172,5.233418460481193,immune_system
5.28322910518057,2.8557714763743336,cancer
1.6383247271617878,7.043761024205348,cancer
-2.4580980815580182,-2.954230158070624,
-1.1122259157077259,-1.8622605103952095,
0.4648495463666735,-5.451982307412328,immune_system
-4.328864826082922,4.197295657482423,nervous_system
1.2264060331789288,2.358218842210685,cancer
-5.295870933785411,2.0002175492647614,nervous_system
-1.9328020406645972,4.638376872267275,cancer
1.5409088333805567,-0.7691208737265711,cancer
-0.1898607507859297,3.1753148405328426,
-1.0378645078530633,-2.7226012233489416,
5.950055423378174,6.36542745773712,cancer
-0.9663961786915786,-0.06901182666461339,immune_system
-5.049720000098197,4.977877626133698,nervous_system
-1.4903232829815967,6.719329232238914,cancer
-2.2851467083623644,8.290396611175296,cancer
4.763599986773429,2.565201092811491,cancer
7.474639917801013,2.0540245957676713,cancer
-9.411239773815735,-2.4540847033491957,mental_health
-4.962691501320573,-4.436171777007706,
9.90273979042054,-0.7304695340719426,cancer
-2.340291909524614,4.60460665152638,cancer
-0.08012229722640958,3.899277290085115,cancer
8.57345180020761,3.748645882553116,cancer
4.213654148001627,-1.3764469483609354,cancer
6.162804197330816,-3.2503320122746766,
-3.533322123317624,-5.327132544087682,nervous_system
-0.27998451468192764,-1.1465343917643962,
5.06692848278501,4.978570930962024,cancer
3.4373314185579944,-0.1226530972853501,cancer
3.7029787624058677,0.275616600276456,cancer
1.6565036736587337,-4.19398174097623,gastrointestinal
3.628794940309867,1.3985981113440464,cancer
-1.0995005032562941,5.789634743013637,cancer
-2.352796310996667,10.321741012683049,cancer
-1.042471324833616,-2.7534909404474854,
-1.864145256157955,2.9252361247611134,immune_system
5.229205892432765,6.342629954704374,cancer
4.02425398512681,2.8513124870383573,cancer
1.7234968112996674,0.6998925978674133,cancer
-6.23190695974031,6.676644912549308,gastrointestinal
-5.362674928392248,-5.050237499923522,mental_health
9.450146685429209,1.1016467388294329,cancer
-1.0894316671702788,-4.5491806842684985,immune_system
-1.9185670960556662,9.19192523575763,cancer
-6.880306554499468,-3.8001786797783517,mental_health
2.430415521417746,0.0408375105878318,cancer
4.642444409822691,3.482582203863896,cancer
0.47423005181383115,-4.449810048359769,immune_system
-4.371976831117362,-4.035233079254543,
-1.7483371925027253,-4.635881715239491,nervous_system
-7.522402460712282,-0.5238033128336133,mental_health
-6.170161146370915,-1.7383356922495337,mental_health
-3.179603106645694,-2.39474010303924,
-3.294287092567434,0.1067838817780515,immune_system
2.858785953479503,-6.4269153417718705,gastrointestinal
-2.307819140922302,-5.232559118816076,
2.9315275408655816,7.620906701803536,cancer
1.8381134699737844,-4.2852755717440205,
-5.71925896740529,1.9603230414700048,immune_system
-4.547291341988494,-3.983364718494412,mental_health
-1.9995296998793295,1.418826671070942,
-3.6598434401947872,1.1664197482835235,nervous_system
0.3448327779508789,5.645898877667801,cancer
0.23004452994220947,9.223965343179463,cancer
-5.552502125753021,5.220321583860816,nervous_system
-2.9801989269355476,-4.775073644792018,immune_system
-2.3313576625162318,0.1572209651967105,
6.434523434286327,-3.3792176697424914,cancer
1.3458692209335439,-4.474552928685101,immune_system
-2.052797408340647,-6.4610768461812516,immune_system
-1.7792521576307212,-0.1709714157247007,immune_system
-0.8743791706802194,7.448501557536191,cancer
-1.0134892800712423,-0.538308682542043,immune_system
0.8686682311225813,-7.742202868402784,
-5.399115913847039,7.923198422669071,nervous_system
-3.287463008269505,-3.3699798334659903,gastrointestinal
4.282308113272592,7.8028187344578335,cancer
-4.141377382627066,-5.696978448054767,immune_system
0.315221799776434,0.8391728639416439,
8.0426132984372,-1.41543273496282,cancer
8.17074371047071,-4.5142357794198515,cancer
-2.355311351775872,2.018832814786335,
-5.808296285638276,-4.944894175664622,mental_health
8.871800931161008,-0.9479898368260886,cancer
-0.5034807553233871,3.6650139511850783,cancer
1.397418577565018,-2.5189939801963,
-4.51493214423886,-0.7416328989617993,mental_health
-0.7758001670217413,4.327766295361456,nervous_system
1.28819380865676,-3.5126766177036397,immune_system
-2.9930410442071547,-1.335488700162979,
7.212778250512841,-3.0078653866482608,cancer
1.5737079384001498,-3.520421251814129,gastrointestinal
-0.8028647997859379,-0.8434485084404666,immune_system
-4.538520185506484,4.668642695752832,gastrointestinal
2.1419599035571055,-2.312253698662176,gastrointestinal
-4.026291874717531,-1.4343944963382413,immune_system
3.8960795727539286,2.7235076502002125,cancer
-3.335271104401067,1.272524834053485,immune_system
-6.649181402099063,2.739950248241321,nervous_system
-9.24343245389676,-4.743282118385037,mental_health
3.4320734222269844,3.721495066856055,cancer
-4.487989774930462,0.2795032002038333,
5.9539151090225415,2.7394997951979594,cancer
-0.2777827800613089,5.902144253169253,cancer
8.631646345824011,1.4417284895634463,cancer
9.640877819615644,-2.504751534778049,cancer
7.234916125108545,-4.982946387197887,cancer
-4.134502545057748,3.601159254924305,
0.28165002107109327,-5.54402345835559,
4.968407879210645,4.0633295235206015,cancer
4.25068555084927,-6.030030517538954,
-7.42416874194497,-0.9066413331979013,nervous_system
