pca1,pca2,category
2.1866610374822164,5.1911365555556745,cancer
-0.2152685947602894,6.229972481091096,gastrointestinal
2.7373909813306945,4.959736276677958,cancer
-0.8811568002412095,3.3572452699691935,
-6.086249928716018,-0.38405575830276373,mental_health
-1.8280177396509343,0.6716707314837714,nervous_system
-6.037525625403041,-1.906229075363963,nervous_system
-6.373726839012072,8.396476127027496,gastrointestinal
-1.8113043644855376,0.7187404055924576,immune_system
0.47240445261208114,-0.03725158081955038,cancer
-7.975709722034343,2.689672970296811,immune_system
-6.7634677191336054,0.3251030547488767,
-0.26643037233517897,-0.05624219982577965,cancer
12.934065849380762,6.9643931911048265,cancer
-0.788175822806348,-0.8347056751494938,
-5.088862931406069,-0.4805509180669732,nervous_system
-1.8251661404599964,-1.2138511885774577,cancer
10.343810169420045,3.231538665919935,cancer
-9.21601823841161,-0.4829879460548403,mental_health
-4.7216023725342975,6.67557612721373,gastrointestinal
-5.89493879065117,0.11805477581872928,
8.143364226975551,4.246819612351984,cancer
-0.2965065072183034,-8.732419590138704,immune_system
9.363198318563198,5.322848909075385,cancer
2.6803249573971075,-7.008869878234626,cancer
-5.372437440615756,3.4474944397537506,
-8.607937629735423,4.655944795563313,
-3.8982772897259697,3.8835706748557466,immune_system
-0.5457384604381336,-2.541249550383929,nervous_system
3.4552360223555008,0.2960270451300398,cancer
-4.481753752029923,-7.093800361396562,nervous_system
-0.025716368264168628,-10.762287417227311,cancer
-1.3574171886163526,1.1690850537653712,cancer
4.954876665297333,0.807317090826184,
-2.28205439645997,2.2284555398680035,
4.49322545516536,-1.9350099210348777,cancer
-0.9523206709760634,1.4891660930203257,immune_system
1.3275854406007053,-0.5389954815600307,nervous_system
3.005213366884223,-10.187364933899374,cancer
2.870900865741663,-5.388049886423365,cancer
4.019717552844297,-2.332244750787687,cancer
9.282808111434637,0.2490945828916343,cancer
-5.225705926643485,0.3462508798329508,mental_health
-6.853586771765451,2.8162416161928783,
8.727304834933628,6.109319190907557,cancer
-2.2061809420809553,-3.658286347514499,cancer
6.395335335161323,-2.987883049835058,cancer
