pca1,pca2,category
7.596932449297921,-2.0935450166589367,cancer
2.5361648963493932,-6.940952170104398,gastrointestinal
2.7386387300979855,-4.090054562378904,cancer
-2.193595700172704,-3.6075844091951184,
-3.63659276455706,-5.856995812628057,mental_health
-2.6608858237792883,1.0950513317347574,nervous_system
-4.448890474197335,3.4582234734240984,nervous_system
-1.8104903571748985,-1.8791548734098704,gastrointestinal
-2.7724963378402663,-3.611886900437566,immune_system
0.47612031862793597,2.0077965813457905,cancer
-2.3363923437848926,-0.15026823778071471,immune_system
-2.5148414082722645,-0.6113796642380102,
2.9900916575665732,-1.1096034534698007,cancer
8.805934196284737,-2.115140110387774,cancer
-0.9806706065770325,-3.433330894015599,
-4.370469743988574,-0.31673071718351176,nervous_system
0.5809473547466537,-3.1429397796282275,cancer
10.465147475632994,-4.284765798904078,cancer
-8.389206341075438,-1.5368738526458097,mental_health
0.6586254026098814,-1.6882550726699164,gastrointestinal
-3.957768248373952,-2.329774964000864,
7.067922622734558,-0.03438639404080816,cancer
-4.698406125410561,8.65572617821787,immune_system
6.550462546997234,-0.9485697858248786,cancer
1.4862001591105343,8.736111737090312,cancer
-4.56502088107199,-4.696105783479956,
-3.6566246272951943,-2.648550186406523,
-0.585325476841677,-5.629675002364109,immune_system
-0.9843478924516291,1.636518340693451,nervous_system
3.804385947119995,1.6976150464147803,cancer
-4.129708194782889,-0.31920289485831105,nervous_system
1.4447117022470637,7.516202646040464,cancer
-2.3678613921193947,-2.636492236701262,cancer
1.7701928215211975,-2.7195695220277076,
-0.24381896852904575,-2.9442483447048065,
6.894697446511512,1.5028713726605576,cancer
0.9409435814849259,-2.124943657353815,immune_system
-2.8475933984945008,3.50991097023556,nervous_system
-0.26010059854867756,8.827721636175415,cancer
0.19447174538029482,7.738593129052507,cancer
4.958025381042604,4.109580121315184,cancer
7.624039685857486,-0.2857482717661174,cancer
-9.214092446822342,-5.011786381918434,mental_health
-3.6390854412401,-1.1052387040880585,
9.260965864074365,-3.6920135261595823,cancer
-1.2613669775539247,5.2461698552106215,cancer
2.48281086208606,4.0537312764512,cancer
6.991651524397904,0.3977032001705791,cancer
5.830732737038275,-3.5916059494036934,cancer
7.493707110567398,-3.7652154871267616,
-4.833440160972907,-3.9249527433406186,nervous_system
-0.6601760475082463,-1.5214344296536584,
5.362887068797159,1.5690215492713888,cancer
6.114484833615489,-3.042990128423743,cancer
3.1698612330406633,-0.8545379856961022,cancer
0.15713045729498842,-4.962772542288058,gastrointestinal
3.765133466705805,1.4138161250775556,cancer
0.5763342367635661,8.63184398717864,cancer
-2.6788003903842275,11.625732445003473,cancer
-1.9561868069827362,-0.27020535786135286,
-0.8881003598778233,3.2932931696139653,immune_system
7.21739344591848,4.909855226761177,cancer
9.68632865442566,2.0059940355408554,cancer
0.9261990945840631,-1.3126523657903715,cancer
-4.355141003689118,6.213232389447319,gastrointestinal
-4.3936678080098295,-6.087596836803357,mental_health
10.352634085648008,-0.437199478347353,cancer
-2.9544630480749245,-0.38416704352049535,immune_system
-0.9762714502163548,10.756646120721578,cancer
-8.831186500032612,-3.488784961050571,mental_health
3.2628603522721105,-2.848430328374245,cancer
3.3609112579005243,6.884270832914991,cancer
-1.0564447010686422,-4.120095675668687,immune_system
-3.527021516492358,-2.6071776094425654,
-4.182679310054139,-3.910397534615796,nervous_system
-6.499416318708519,-3.3036346330421367,mental_health
-10.425623773711699,-0.32445370927081624,mental_health
-2.9363148676434516,-2.638054959662101,
-2.0332655049410127,4.249760629300319,immune_system
1.7532246677742491,-4.921298625338115,gastrointestinal
-4.118935515475872,-3.8075264221418474,
3.7052057183785823,8.173392608335616,cancer
0.30723185517712814,-2.3440947907865812,
-2.8652400117628307,3.1211733067234633,immune_system
-7.514235069248755,-3.6130966772851036,mental_health
-1.0691085261734794,2.5288218047005566,
-2.8669182818853485,-1.5484531429324733,nervous_system
0.42293139839653476,7.544356329229672,cancer
0.06583558306231582,5.251149029128427,cancer
-3.1435385074106916,1.9348416318720338,nervous_system
-2.435956089317254,-2.439712461505063,immune_system
-2.695935462729843,-0.2787153448886668,
10.80155125989457,-1.234420735213299,cancer
0.7387431695526586,-3.85042870459125,immune_system
-2.538137187689361,-2.8105984531629287,immune_system
-4.308537415643806,0.29388426830275177,immune_system
0.6230846487694908,11.113884327756343,cancer
-4.215216277910799,2.38271260183157,immune_system
-2.2877047034338687,-1.7775410357962556,
-6.2361175599566625,7.391784196619635,nervous_system
-5.8716485795700155,0.8932863695477147,gastrointestinal
5.269322415205911,9.017098946276263,cancer
-3.7206124325950376,-1.4168367860879594,immune_system
-3.1618688864311832,3.0794634951316766,
6.873202061101548,-2.3212157590606983,cancer
7.018740236276386,-5.299166348868775,cancer
-2.320304632660485,1.4827221638057264,
-2.353944166790782,-4.938388529370492,mental_health
8.165581358819026,-5.13126849773939,cancer
-2.7540700923168053,-0.3978582425078495,cancer
0.3740146718635814,-2.7720456069853094,
-4.643585052202077,0.395443939046448,mental_health
-2.0929562496256593,4.967361814986116,nervous_system
-1.3914110484789755,-3.867076325170326,immune_system
-4.830604566285834,-3.1032690849527333,
9.234872226359279,-4.053554581962565,cancer
0.9572458509962111,-4.122330222668184,gastrointestinal
-0.7567611306303124,0.152708189596995,immune_system
-2.0987862068451077,2.383747663403236,gastrointestinal
-0.5611133367612406,-3.6804098699337433,gastrointestinal
-3.313482426246861,-4.286472723127143,immune_system
4.5881520426394085,-1.249587179601761,cancer
-0.4029845096557537,2.7858424393707564,immune_system
-7.2586279417397455,2.7209618940957294,nervous_system
-8.360115850334036,-5.324200105471508,mental_health
2.2401617955424817,7.083950153719118,cancer
-3.0219197477711415,-1.3773718437544085,
6.310926875932428,2.086198519921933,cancer
-2.484420227245056,9.715386858716121,cancer
6.551436312860452,3.1932068022280373,cancer
8.908843091495541,-1.926049614771934,cancer
4.958474257989501,-5.552946925401262,cancer
-1.5907659506450795,-0.3253924212084279,
-1.7892506659919045,-2.2384329572114585,
2.672681155090768,1.9239757604132606,cancer
1.4609259847998306,-5.5160592084696,
-6.810404595543954,1.1575974469575205,nervous_system
